,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,40.78,67.01,40.78,49.16,50.06
Expenses,36.96,60.94,36.96,42.96,43.59
Operating Profit,3.82,6.07,3.82,6.2,6.47
OPM %,9.37,9.06,9.37,12.61,12.92
Other Income,0.18,0.29,0.05,0.27,1.13
Interest,2.56,3.04,2.56,3.59,3.98
Depreciation,0.86,1.31,0.86,0.93,1.03
Profit before tax,0.58,2.01,0.45,1.95,2.59
Tax %,60.34,15.42,26.67,30.77,13.9
Net Profit,0.23,1.7,0.33,1.35,2.23
EPS in Rs,0.35,2.57,0.5,2.04,3.37
