,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.2,1.2,1.2,1.2,6.61,9.04
Reserves,9.51,10.77,11.15,12.54,9.44,
Borrowings,23.53,23.87,30.33,31.34,33.31,
Other Liabilities,21.58,14.87,6.55,16.86,12.03,
Total Liabilities,55.82,50.71,49.23,61.94,61.39,
Fixed Assets,6.34,5.63,4.96,7.55,6.48,
CWIP,1.26,1.26,1.26,1.26,1.26,
Investments,0.67,0.67,0.56,0.56,0.56,
Other Assets,47.55,43.15,42.45,52.57,53.09,
Total Assets,55.82,50.71,49.23,61.94,61.39,
