,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,209.89,64.38,102.93,146.34,119.07
Inventory Days,159.01,155.97,226.97,222.04,259.95
Days Payable,205.1,81.53,44.75,118.76,90.55
Cash Conversion Cycle,163.81,138.83,285.15,249.62,288.46
Working Capital Days,182.23,116.51,294.38,236.48,267.88
ROCE %,,14.41,8.0,12.63,13.91
