,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12.55,0.8200000000000001,-6.91,7.83,5.65
Cash from Investing Activity,-8.38,3.43,-0.06,-3.37,0.21
Cash from Financing Activity,-2.77,-3.04,3.22,-3.62,-5.39
Net Cash Flow,1.39,1.21,-3.75,0.85,0.46
