,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,125.06,73.18,90.46,68.4,69.22
Inventory Days,193.01,116.99,125.08,148.27,83.66
Days Payable,129.03,41.51,44.02,48.37,15.93
Cash Conversion Cycle,189.04,148.66,171.53,168.31,136.95
Working Capital Days,160.19,134.37,133.32,144.21,125.15
ROCE %,,10.52,11.01,10.8,10.52
