,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,69.0,71.0,163.0,146.0,170.0,122.0,195.0,220.0,245.0,199.0,331.0,288.0,237.0
Expenses,64.0,71.0,151.0,131.0,155.0,113.0,185.0,203.0,218.0,181.0,300.0,257.0,204.0
Operating Profit,5.0,-0.0,11.0,15.0,15.0,8.0,10.0,17.0,28.0,18.0,32.0,32.0,33.0
OPM %,7.0,-0.0,7.0,10.0,9.0,7.0,5.0,8.0,11.0,9.0,10.0,11.0,14.0
Other Income,3.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,2.0,2.0,0.0
Interest,3.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,10.0
Depreciation,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
Profit before tax,1.0,-4.0,6.0,9.0,9.0,2.0,5.0,9.0,19.0,15.0,22.0,20.0,19.0
Tax %,41.0,22.0,23.0,31.0,29.0,68.0,36.0,21.0,26.0,24.0,31.0,29.0,29.0
Net Profit,1.0,-3.0,5.0,6.0,6.0,0.0,3.0,7.0,14.0,11.0,15.0,14.0,13.0
EPS in Rs,0.13,-0.55,0.92,1.16,1.25,0.06,0.58,1.39,2.73,2.23,2.98,2.68,2.51
