,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.81,4.29,3.22,5.02,4.6,9.31,6.76,4.25,4.13,5.69,8.28,9.72,9.40
Expenses,3.8,3.22,2.61,3.44,3.47,4.21,5.02,3.81,3.91,4.44,5.19,6.29,6.25
Operating Profit,1.01,1.07,0.61,1.58,1.13,5.1,1.74,0.44,0.22,1.25,3.09,3.43,3.15
OPM %,21.0,24.94,18.94,31.47,24.57,54.78,25.74,10.35,5.33,21.97,37.32,35.29,33.51
Other Income,0.07,0.11,0.03,-0.01,0.71,-4.31,0.0,0.03,0.01,0.0,0.02,0.04,0.01
Interest,0.11,0.12,0.12,0.12,0.05,0.06,0.08,0.08,0.07,0.15,0.13,0.2,0.04
Depreciation,0.22,0.16,0.14,0.16,0.14,0.16,0.14,0.12,0.11,0.09,0.08,0.08,0.08
Profit before tax,0.75,0.9,0.38,1.29,1.65,0.57,1.52,0.27,0.05,1.01,2.9,3.19,3.04
Tax %,10.67,28.89,2.63,10.08,20.61,17.54,21.71,18.52,80.0,24.75,22.07,18.81,
Net Profit,0.67,0.63,0.38,1.16,1.32,0.47,1.19,0.22,0.01,0.75,2.27,2.6,2.48
EPS in Rs,1.34,1.26,0.76,2.32,2.64,0.94,2.38,0.44,0.02,1.5,4.54,5.2,4.96
