,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15
Reserves,186,116,167,299,296,398
Borrowings,22,28,37,27,43,41
Other Liabilities,16,18,31,103,139,213
Total Liabilities,240,177,251,444,493,667
Fixed Assets,21,22,21,22,19,19
CWIP,4,3,4,4,3,4
Investments,174,81,151,320,302,453
Other Assets,41,71,74,99,169,192
Total Assets,240,177,251,444,493,667
