,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,6,-8,-4,-34
Cash from Investing Activity,,0,-1,0,13
Cash from Financing Activity,,-9,19,-10,22
Net Cash Flow,,-2,11,-14,1
