,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.0,0.0,,
Inventory Days,1030.0,7777.0,,,
Days Payable,15.0,184.0,,,
Cash Conversion Cycle,1015.0,7592.0,0.0,,
Working Capital Days,425.0,1222.0,11721.0,,
ROCE %,,,,,
