,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,338,327,459,413,372,328,263,232,281,340,475.0,487.0,584.0
Interest,84,113,135,137,143,132,102,92,88,118,146.0,195.0,223.0
Expenses,175,256,271,212,300,144,148,451,127,141,202.0,155.0,231.0
Financing Profit,79,-42,53,63,-71,52,13,-311,66,81,127.0,137.0,131.0
Financing Margin %,23,-13,11,15,-19,16,5,-134,24,24,27.0,28.0,22.0
Other Income,9,6,6,0,0,3,12,8,12,15,30.0,15.0,30.0
Depreciation,2,2,2,2,1,2,3,2,2,3,4.0,3.0,5.0
Profit before tax,86,-38,57,61,-72,53,23,-305,76,94,153.0,149.0,156.0
Tax %,27,20,26,23,18,24,19,27,35,26,24.0,25.0,25.0
Net Profit,63,-30,42,48,-59,40,18,-223,50,69,116.0,111.0,116.0
EPS in Rs,9.79,-4.72,6.47,7.39,-9.14,6.17,2.64,-31.39,6.98,9.76,16.37,15.65,16.36
Gross NPA %,,,,,,,17.70,,,,1.95,1.49,1.27
Net NPA %,,,,,,,,,,,0.64,0.45,0.38
