,2006-03-01,2007-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,22,4,78,94,127,94,253,289,294,199
Cash from Investing Activity,-1,-13,-6,-168,-3,0,-184,-184,-220,-157
Cash from Financing Activity,-20,6,-70,106,-113,-84,-95,-82,-91,-67
Net Cash Flow,1,-3,2,31,11,10,-26,23,-18,-26
