,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,14.13,17.57,26.28,23.07,30.45
Expenses,12.57,15.23,23.4,18.26,22.58
Operating Profit,1.56,2.34,2.88,4.81,7.87
OPM %,11.04,13.32,10.96,20.85,25.85
Other Income,0.01,0.03,0.09,0.17,0.43
Interest,0.07,0.04,0.04,0.02,0.06
Depreciation,0.16,0.21,0.24,0.27,0.2
Profit before tax,1.34,2.12,2.69,4.69,8.04
Tax %,23.13,24.53,25.28,29.85,25.37
Net Profit,1.04,1.61,2.0,3.28,6.0
EPS in Rs,52.0,80.5,4.76,5.74,10.5
