,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,89.18,156.58,34.08,66.66
Inventory Days,67.42,71.13,94.57,32.03
Days Payable,73.58,107.53,46.19,28.51
Cash Conversion Cycle,83.02,120.18,82.46,70.18
Working Capital Days,93.55,132.42,79.33,97.32
ROCE %,,29.64,37.94,42.92
