,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3.79,8.22,0.12,-2.8,-4.54,-2.17
Cash from Investing Activity,-5.23,-10.24,0.01,-2.77,-0.59,-24.11
Cash from Financing Activity,10.4,0.71,-0.19,5.64,5.07,26.43
Net Cash Flow,1.39,-1.31,-0.06,0.07,-0.07,0.15
