,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,284.98,62.92,202.78,237.52,108.85,108.49
Inventory Days,133.62,69.31,211.68,172.05,81.64,106.04
Days Payable,429.64,110.9,293.55,248.54,107.55,72.08
Cash Conversion Cycle,-11.04,21.33,120.91,161.02,82.93,142.46
Working Capital Days,144.12,23.71,110.99,182.04,114.47,150.56
ROCE %,,23.78,-30.02,-17.23,-0.79,17.34
