,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Promoters,46.55,45.32,50.2,50.72,20.61,17.03,16.37
FIIs,2.68,1.83,1.4,1.51,0.19,0.19,0.02
DIIs,2.98,2.98,2.87,3.02,5.95,0.57,0.58
Public,47.78,49.87,45.53,44.75,73.25,82.21,83.03
No. of Shareholders,49157.0,62738.0,53926.0,49986.0,105543.0,122846.0,139941.0
