,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.38,52.38,52.38,52.38,52.68,52.68
FIIs,0.0,0.0,0.0,0.0,0.0,0.02
Public,47.62,47.62,47.62,47.62,47.33,47.3
No. of Shareholders,264.0,109.0,116.0,121.0,238.0,3552.0
