,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.04,-1.4,1.26,-1.61,1.66,-3.62
Cash from Investing Activity,-1.14,-6.06,-3.83,2.28,-1.27,4.33
Cash from Financing Activity,2.28,8.3,-0.48,-0.39,-0.23,-0.53
Net Cash Flow,1.18,0.85,-3.04,0.28,0.16,0.19
