,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.01,4.95,2.83,6.38,9.05
Expenses,9.25,6.52,3.26,6.01,8.99
Operating Profit,0.76,-1.57,-0.43,0.37,0.06
OPM %,7.59,-31.72,-15.19,5.8,0.66
Other Income,0.56,0.31,0.15,0.8,0.63
Interest,0.08,0.2,0.04,0.14,0.17
Depreciation,0.39,0.43,0.01,0.01,0.16
Profit before tax,0.85,-1.89,-0.33,1.02,0.36
Tax %,41.18,-8.99,3.03,27.45,0.0
Net Profit,0.5,-2.06,-0.31,0.73,0.36
EPS in Rs,0.5,-1.94,-0.3,0.69,0.34
