,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,503,503,503,503,503,503,503,503,503,503,503,503,503.0
Reserves,707,645,555,551,495,492,534,623,576,738,820,703,907.0
Preference Capital,0,0,0,0,0,0,202,0,2,3,3,3,
Borrowings,1595,2021,2104,2236,2212,1980,1819,1918,2422,1928,1741,1651,1482.0
Other Liabilities,1236,1396,1446,1559,1777,1893,2285,2358,2572,2997,3384,3689,3747.0
Total Liabilities,4042,4566,4609,4849,4988,4869,5142,5402,6073,6166,6448,6547,6640.0
Fixed Assets,2234,2339,2474,2413,2472,2415,2602,2626,2821,2946,2970,2947,2848.0
CWIP,70,101,64,72,69,136,100,124,259,132,204,240,277.0
Investments,355,346,226,218,280,339,411,485,523,731,834,911,861.0
Other Assets,1384,1780,1846,2147,2166,1978,2030,2167,2470,2357,2439,2449,2654.0
Total Assets,4042,4566,4609,4849,4988,4869,5142,5402,6073,6166,6448,6547,6640.0
