,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5306.0,7542.0,7412.0,5183.0,7789.0,9218.0,8786.0,10038.0,10638.0,11569.0,10594.0,11865.0,12624.0
Expenses,4977.0,6853.0,6799.0,4959.0,7120.0,8351.0,8047.0,9030.0,9746.0,10604.0,9823.0,10830.0,11619.0
Operating Profit,330.0,689.0,613.0,224.0,669.0,866.0,739.0,1008.0,892.0,965.0,772.0,1035.0,1005.0
OPM %,6.0,9.0,8.0,4.0,9.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0
Other Income,52.0,45.0,48.0,31.0,28.0,26.0,33.0,29.0,36.0,32.0,33.0,39.0,37.0
Interest,9.0,11.0,12.0,11.0,12.0,14.0,17.0,17.0,18.0,17.0,16.0,15.0,16.0
Depreciation,101.0,114.0,105.0,107.0,116.0,128.0,146.0,145.0,162.0,168.0,164.0,162.0,174.0
Profit before tax,272.0,609.0,544.0,137.0,568.0,750.0,609.0,875.0,748.0,812.0,625.0,897.0,852.0
Tax %,27.0,27.0,24.0,31.0,26.0,26.0,30.0,27.0,8.0,27.0,26.0,27.0,27.0
Net Profit,199.0,447.0,414.0,95.0,418.0,553.0,427.0,643.0,686.0,590.0,460.0,659.0,623.0
EPS in Rs,3.07,6.9,6.39,1.47,6.45,8.53,6.59,9.93,10.59,9.1,7.1,10.12,9.58
