,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,82.2,82.2,81.2,74.99,74.99,74.99,74.93,74.64
FIIs,4.32,3.75,5.91,9.62,10.17,8.83,8.17,7.67
DIIs,3.09,3.51,3.2,6.56,6.58,6.77,7.49,8.25
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04
Public,10.39,10.54,9.68,8.83,8.26,9.42,9.37,9.41
No. of Shareholders,122944.0,157276.0,200254.0,261061.0,306995.0,742493.0,835850.0,815562.0
