,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2,0,1,-2,7,10,22,21,32,17,23,42
Cash from Investing Activity,-12,-8,-12,-6,-20,-18,-24,-22,-15,-26,-27,-13
Cash from Financing Activity,9,7,11,8,11,12,6,2,-11,4,1,-27
Net Cash Flow,0,-1,0,0,-2,4,4,0,6,-5,-3,2
