,2021-09-01,2021-10-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,79.6,79.6,46.95,50.23,51.76,54.93
Public,20.4,20.4,53.05,49.77,48.25,45.07
No. of Shareholders,22.0,22.0,165.0,140.0,120.0,98.0
