,2021-03-01,2022-03-01,2023-03-01
Debtor Days,258.9,309.72,237.99
Inventory Days,11.13,2.45,0.06
Days Payable,287.99,352.9,250.84
Cash Conversion Cycle,-17.96,-40.73,-12.79
Working Capital Days,1.96,15.58,61.23
ROCE %,,29.79,2.05
