,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.49,-2.95,-6.58
Cash from Investing Activity,-1.82,-3.64,-2.48
Cash from Financing Activity,1.88,6.8,8.37
Net Cash Flow,0.55,0.21,-0.6900000000000001
