,2021-03-01,2022-03-01,2023-03-01
Equity Capital,1.08,1.83,1.83
Reserves,1.61,7.13,7.53
Borrowings,0.06,2.12,10.79
Other Liabilities,50.75,100.07,42.85
Total Liabilities,53.5,111.15,63.0
Fixed Assets,0.46,0.47,0.98
CWIP,0.0,2.32,2.36
Investments,0.0,2.73,3.23
Other Assets,53.04,105.63,56.43
Total Assets,53.5,111.15,63.0
