,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,109,95,93,93,93,80,80,80,80,80,80,80,80
Reserves,142,165,208,228,225,215,239,253,275,318,132,165,172
Borrowings,8,4,2,1,1,1,1,1,1,0,3,0,0
Other Liabilities,47,55,82,108,77,127,92,119,96,86,87,97,90
Total Liabilities,306,319,385,430,395,423,413,453,453,485,302,342,342
Fixed Assets,96,86,75,72,61,58,55,52,64,59,56,54,56
CWIP,0,0,3,2,0,0,0,0,0,0,0,4,1
Investments,89,135,194,263,256,248,260,284,160,232,134,172,169
Other Assets,121,98,113,92,78,117,99,118,229,194,112,112,116
Total Assets,306,319,385,430,395,423,413,453,453,485,302,342,342
