,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,28,24,43,55,23,42,3,26,4,39,-9,39
Cash from Investing Activity,-32,3,-44,-58,43,30,7,-8,80,-83,190,-37
Cash from Financing Activity,6,-20,-5,-1,-68,-63,-15,-20,-24,-1,-198,-3
Net Cash Flow,1,7,-6,-3,-2,8,-5,-2,61,-44,-17,-1
