,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,18.91,19.33,20.38,24.24,20.37,18.08,22.01,23.2,21.47,7.65,13.63,22.14,22.45
Expenses,12.62,14.77,15.65,17.95,16.66,13.78,16.77,17.73,17.08,7.73,11.24,16.39,17.37
Operating Profit,6.29,4.56,4.73,6.29,3.71,4.3,5.24,5.47,4.39,-0.08,2.39,5.75,5.08
OPM %,33.26,23.59,23.21,25.95,18.21,23.78,23.81,23.58,20.45,-1.05,17.53,25.97,22.63
Other Income,-2.47,0.39,0.68,1.16,0.56,0.29,0.31,0.73,0.69,2.25,0.87,1.08,1.55
Interest,1.43,1.49,2.02,2.11,1.96,2.28,1.39,1.01,1.09,0.97,0.98,0.94,0.82
Depreciation,1.23,1.5,1.38,2.96,1.18,1.01,1.04,1.06,0.94,0.91,0.88,0.97,1.00
Profit before tax,1.16,1.96,2.01,2.38,1.13,1.3,3.12,4.13,3.05,0.29,1.4,4.92,4.81
Tax %,37.07,25.0,24.38,-2.94,24.78,22.31,19.55,19.85,17.05,3.45,34.29,22.76,
Net Profit,0.73,1.47,1.53,2.45,0.84,1.02,2.51,3.3,2.52,0.28,0.92,3.79,3.70
EPS in Rs,0.43,0.87,0.9,1.45,0.5,0.6,1.48,1.95,1.49,0.17,0.51,2.01,2.02
