,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.3,2.27,3.62,1.94,3.31,4.14,4.24,4.49,4.27,7.21,6.16,4.4,4.68
Expenses,1.73,2.1,3.27,1.85,2.65,3.6,3.13,3.54,3.56,4.18,5.1,3.95,4.14
Operating Profit,-0.43,0.17,0.35,0.09,0.66,0.54,1.11,0.95,0.71,3.03,1.06,0.45,0.54
OPM %,-33.08,7.49,9.67,4.64,19.94,13.04,26.18,21.16,16.63,42.02,17.21,10.23,11.54
Other Income,0.42,0.09,1.74,0.03,0.02,0.01,0.81,0.02,0.19,0.02,0.85,0.24,0.44
Interest,0.25,0.24,0.29,0.24,0.18,0.26,0.3,0.23,0.26,0.26,0.19,0.19,0.18
Depreciation,0.18,0.23,0.25,0.22,0.21,0.21,0.24,0.22,0.24,0.24,0.27,0.24,0.25
Profit before tax,-0.44,-0.21,1.55,-0.34,0.29,0.08,1.38,0.52,0.4,2.55,1.45,0.26,0.55
Tax %,0.0,0.0,0.65,0.0,0.0,75.0,31.16,26.92,27.5,25.49,15.17,30.77,27.27
Net Profit,-0.44,-0.22,1.54,-0.33,0.29,0.02,0.95,0.38,0.29,1.9,1.22,0.18,0.4
EPS in Rs,-0.26,-0.13,0.91,-0.19,0.17,0.01,0.53,0.21,0.16,1.06,0.65,0.1,0.21
