,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.4,0.89,0.89,0.47,0.63,1.1,1.15,0.8,1.07,0.94,0.81,1.11,1.25
Expenses,0.55,0.85,0.7,0.45,0.64,1.04,0.99,0.72,0.97,0.94,0.69,1.1,1.05
Operating Profit,-0.15,0.04,0.19,0.02,-0.01,0.06,0.16,0.08,0.1,0.0,0.12,0.01,0.2
OPM %,-37.5,4.49,21.35,4.26,-1.59,5.45,13.91,10.0,9.35,0.0,14.81,0.9,16.0
Other Income,0.0,0.11,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.04,0.03,0.01
Interest,0.02,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
Depreciation,0.0,0.0,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.02
Profit before tax,-0.17,0.15,0.17,-0.01,-0.03,0.07,0.14,0.06,0.07,0.02,0.12,0.01,0.18
Tax %,0.0,0.0,5.88,0.0,0.0,0.0,28.57,33.33,14.29,0.0,58.33,0.0,27.78
Net Profit,-0.17,0.15,0.15,-0.02,-0.03,0.06,0.1,0.05,0.06,0.02,0.06,0.01,0.14
EPS in Rs,-1.63,1.44,1.44,-0.19,-0.29,0.23,0.39,0.19,0.23,0.08,0.23,0.04,0.54
