,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,404.0,460.0,497.0,275.0,479.0,400.0,553.0,416.0,462.0,445.0,657.0,555.0,772.0
Expenses,356.0,416.0,455.0,258.0,437.0,353.0,491.0,380.0,422.0,400.0,586.0,494.0,699.0
Operating Profit,48.0,44.0,43.0,17.0,42.0,48.0,62.0,36.0,40.0,45.0,72.0,60.0,74.0
OPM %,12.0,10.0,9.0,6.0,9.0,12.0,11.0,9.0,9.0,10.0,11.0,11.0,10.0
Other Income,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
Interest,17.0,17.0,21.0,20.0,25.0,23.0,25.0,24.0,23.0,26.0,32.0,28.0,35.0
Depreciation,12.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,11.0,11.0,11.0,12.0,13.0
Profit before tax,19.0,17.0,13.0,-14.0,6.0,14.0,25.0,0.0,7.0,9.0,30.0,21.0,28.0
Tax %,34.0,33.0,28.0,34.0,25.0,38.0,-0.0,36.0,36.0,25.0,31.0,33.0,32.0
Net Profit,12.0,11.0,9.0,-9.0,4.0,8.0,25.0,0.0,5.0,7.0,21.0,14.0,19.0
EPS in Rs,1.21,1.11,0.88,-0.91,0.42,0.82,2.45,0.02,0.44,0.69,2.03,1.37,1.85
