,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.44,72.44,72.44,72.44,72.44
Public,27.56,27.56,27.56,27.56,27.56
No. of Shareholders,321.0,324.0,329.0,336.0,337.0
