,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,12,12,12,12,12
Reserves,0,633,649,718,939,1182,1260
Borrowings,0,587,561,484,316,228,182
Other Liabilities,0,238,243,241,275,283,255
Total Liabilities,0,1458,1466,1455,1542,1705,1710
Fixed Assets,0,1138,1111,1074,1038,992,970
CWIP,0,4,6,4,0,5,63
Investments,0,0,0,0,0,0,0
Other Assets,0,317,349,377,504,708,677
Total Assets,0,1458,1466,1455,1542,1705,1710
