,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-8.93,6.54,33.31,13.48,12.2,18.72,-8.6,14.57,11.63,12.37,13.82,6.93
Cash from Investing Activity,-11.55,2.58,-17.32,21.95,7.45,-8.42,-2.52,-13.14,-1.0,4.87,-0.21,1.7000000000000002
Cash from Financing Activity,21.94,-5.93,-19.17,-31.57,-18.47,-20.97,15.0,-0.93,-8.41,-16.82,-15.06,-10.45
Net Cash Flow,1.46,3.19,-3.18,3.86,1.17,-10.67,3.88,0.51,2.22,0.43,-1.44,-1.81
