,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,24.74,35.24,46.24,38.19,52.66,76.05,114.87,141.69,139.47,87.73,137.34,150.99,124.1
Expenses,30.84,37.47,50.74,43.51,55.79,71.35,104.05,131.51,131.97,83.59,128.18,138.69,115.73
Operating Profit,-6.1,-2.23,-4.5,-5.32,-3.13,4.7,10.82,10.18,7.5,4.14,9.16,12.3,8.37
OPM %,-24.66,-6.33,-9.73,-13.93,-5.94,6.18,9.42,7.18,5.38,4.72,6.67,8.15,6.74
Other Income,1.86,3.19,2.48,2.11,2.38,1.15,-4.29,2.39,4.06,2.44,2.01,2.37,2.91
Interest,0.04,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03
Depreciation,1.28,1.29,1.26,1.26,1.27,1.25,1.19,1.16,1.17,1.18,1.17,1.19,1.16
Profit before tax,-5.56,-0.35,-3.3,-4.5,-2.04,4.57,5.32,11.39,10.37,5.38,9.98,13.46,10.09
Tax %,54.14,2.86,17.27,24.89,24.02,25.38,6.58,27.22,25.36,23.79,22.65,24.96,24.88
Net Profit,-2.54,-0.35,-2.72,-3.38,-1.55,3.41,4.97,8.28,7.73,4.1,7.73,10.1,7.58
EPS in Rs,-4.17,-0.57,-4.47,-5.55,-2.55,5.6,8.16,13.6,12.7,6.73,12.7,16.59,12.45
