,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,547.5,,,,115.58,35.51,60.83,62.35,78.69,56.24,57.25,64.76
Inventory Days,7.4,,,2555.00,106.92,141.13,98.61,64.61,20.96,24.65,48.18,88.21
Days Payable,17.26,,,5475.00,538.28,233.6,275.22,132.62,51.56,19.46,6.66,12.01
Cash Conversion Cycle,537.64,,,,-315.78,-56.96,-115.78,-5.66,48.1,61.43,98.77,140.96
Working Capital Days,821.25,,,,-4.06,7.43,-30.02,14.45,59.27,61.75,85.15,121.86
ROCE %,-71.77,-23.91,-16.47,-23.41,-13.99,-9.06,-20.94,-32.01,16.41,27.09,27.99,24.23
