,2006-03-01,2007-03-01,2008-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,44.0,45,39,26.0,50,49,41,28,15,48
Inventory Days,292.0,218,180,192.0,291,240,214,264,70,155
Days Payable,57.0,59,58,29.0,65,45,50,68,47,91
Cash Conversion Cycle,279.0,204,161,189.0,275,244,206,224,38,113
Working Capital Days,179.0,150,123,120.0,177,176,134,138,40,96
ROCE %,,18,9,,19,12,12,6,20,8
