,2006-03-01,2007-03-01,2008-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4,29,,114,-24,35,228,238,-4,47
Cash from Investing Activity,-18,-19,,-36,-59,-67,-63,-41,55,-53
Cash from Financing Activity,12,-10,,-82,89,26,-157,-201,-12,-32
Net Cash Flow,-10,-1,,-5,6,-6,8,-3,39,-39
