,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,273.18,623.28,366.08,193.67,455.88,762.8,431.49,579.89,536.8,812.18,464.76,570.82,480.59
Expenses,231.62,554.79,344.62,195.03,434.29,723.59,414.66,561.48,513.96,768.04,433.83,538.42,450.87
Operating Profit,41.56,68.49,21.46,-1.36,21.59,39.21,16.83,18.41,22.84,44.14,30.93,32.4,29.72
OPM %,15.21,10.99,5.86,-0.7,4.74,5.14,3.9,3.17,4.25,5.43,6.66,5.68,6.18
Other Income,2.42,2.12,3.38,1.87,2.39,1.47,2.05,2.34,1.03,0.82,0.78,1.0,1.1
Interest,14.18,10.87,7.78,8.04,8.48,9.64,9.42,11.61,10.1,11.42,11.64,11.92,12.53
Depreciation,7.34,6.72,5.52,5.7,5.67,5.69,5.45,5.65,6.24,6.27,6.31,6.33,6.16
Profit before tax,22.46,53.02,11.54,-13.23,9.83,25.35,4.01,3.49,7.53,27.27,13.76,15.15,12.13
Tax %,35.35,24.48,18.8,26.0,25.13,24.93,10.22,29.8,27.22,24.64,14.75,25.02,25.64
Net Profit,14.52,40.04,9.37,-9.79,7.36,19.02,3.6,2.44,5.47,20.55,11.73,11.37,9.01
EPS in Rs,2.18,6.0,1.4,-1.47,1.1,2.85,0.54,0.37,0.82,3.08,1.76,1.7,1.35
