,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,206.06,197.61,180.27,227.52
Inventory Days,50.32,85.81,78.31,105.79
Days Payable,381.77,91.1,78.74,148.41
Cash Conversion Cycle,-125.39,192.32,179.84,184.91
Working Capital Days,114.44,161.82,107.43,169.21
ROCE %,,14.16,20.42,22.45
