,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,22.23,26.21,36.83,43.94
Expenses,20.08,19.69,25.31,30.12
Operating Profit,2.15,6.52,11.52,13.82
OPM %,9.67,24.88,31.28,31.45
Other Income,0.88,2.43,1.09,2.09
Interest,1.75,1.29,5.19,4.12
Depreciation,2.19,2.18,2.21,2.52
Profit before tax,-0.91,5.48,5.21,9.27
Tax %,-2.20,9.49,27.06,17.48
Net Profit,-0.95,4.92,3.72,7.66
EPS in Rs,,,,
