,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,9.53,0.35,-0.67
Cash from Investing Activity,-9.79,2.11,-5.02
Cash from Financing Activity,-7.42,-2.92,5.72
Net Cash Flow,-7.68,-0.46,0.03
