,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.5,1.5,10.5,10.5
Reserves,14.58,15.86,9.95,
Borrowings,5.65,2.78,9.21,
Other Liabilities,7.37,5.74,12.38,
Total Liabilities,29.1,25.88,42.04,
Fixed Assets,4.53,1.99,4.38,
CWIP,0.0,0.0,0.0,
Investments,10.18,8.21,7.9,
Other Assets,14.39,15.68,29.76,
Total Assets,29.1,25.88,42.04,
