,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,7,7,7,7,9.0,13
Reserves,13,6,6,7,7,,21
Borrowings,34,36,35,40,42,,39
Other Liabilities,29,10,16,13,13,,14
Total Liabilities,76,59,65,67,70,,87
Fixed Assets,15,13,11,10,9,,8
CWIP,0,0,0,0,0,,0
Investments,0,0,0,0,0,,0
Other Assets,62,46,53,57,61,,79
Total Assets,76,59,65,67,70,,87
