,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2022-12-01,2023-03-01,2023-09-01
Promoters,70.89,70.89,70.89,70.89,70.89,66.26,66.26,66.26,51.85,49.62
DIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0
Public,29.11,29.11,29.11,29.11,29.11,33.74,33.75,32.96,48.16,50.39
No. of Shareholders,317.0,326.0,352.0,361.0,385.0,392.0,424.0,418.0,454.0,672.0
