,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-7.31,5.93,8.58,4.84
Cash from Investing Activity,-27.44,2.71,1.4,2.55
Cash from Financing Activity,35.78,-9.78,-10.96,-7.41
Net Cash Flow,1.03,-1.13,-0.98,-0.01
