,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,127.8,93.56,125.24,139.58
Inventory Days,267.18,312.78,378.26,333.59
Days Payable,220.03,209.37,341.08,246.73
Cash Conversion Cycle,174.95,196.98,162.43,226.44
Working Capital Days,150.88,179.95,155.1,207.91
ROCE %,,6.78,0.5,6.91
