,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.89,70.89,66.26,51.85,49.62
Public,29.11,29.11,33.74,48.16,50.39
No. of Shareholders,326.0,361.0,392.0,454.0,672.0
