,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.2,3.2,9.53,9.53,9.53,9.53,12.07,13.08,14.28,14.28,14.28,14.28,14.28
Reserves,-8.59,-8.56,-3.46,-3.37,-2.72,-1.37,0.19,2.04,2.67,2.93,3.03,3.48,2.05
Borrowings,9.03,0.86,1.19,5.27,0.11,0.17,1.84,2.67,2.34,4.28,10.97,10.51,10.34
Other Liabilities,1.21,13.06,0.22,10.13,34.73,57.54,53.29,51.97,46.11,38.36,28.37,22.77,22.03
Total Liabilities,4.85,8.56,7.48,21.56,41.65,65.87,67.39,69.76,65.4,59.85,56.65,51.04,48.7
Fixed Assets,0.45,0.0,0.0,0.0,0.34,1.09,1.49,1.45,3.13,2.54,1.86,1.66,1.52
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,3.77,3.77,0.0,0.0,0.0,0.0,0.0,2.09,2.12,2.11,2.11
Other Assets,4.4,8.56,3.71,17.79,41.31,64.78,65.9,68.31,62.27,55.22,52.67,47.27,45.07
Total Assets,4.85,8.56,7.48,21.56,41.65,65.87,67.39,69.76,65.4,59.85,56.65,51.04,48.7
