,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,334.44,393.09,406.64,290.24,399.38,413.76,376.73,431.0,435.15,441.35,415.67,426.19,441.51
Expenses,318.34,373.42,398.44,293.95,383.29,399.67,373.28,412.02,414.99,421.86,404.25,409.65,426.63
Operating Profit,16.1,19.67,8.2,-3.71,16.09,14.09,3.45,18.98,20.16,19.49,11.42,16.54,14.88
OPM %,4.81,5.0,2.02,-1.28,4.03,3.41,0.92,4.4,4.63,4.42,2.75,3.88,3.37
Other Income,-8.79,-20.23,-170.9,-11.93,48.43,2.25,-12.31,9.9,10.76,2.06,1.11,2.18,3.86
Interest,8.56,7.16,10.7,5.25,5.31,5.78,7.24,7.39,7.58,7.08,7.31,7.16,7.67
Depreciation,8.15,8.07,10.38,6.78,7.1,7.03,12.37,12.69,13.36,15.1,18.07,15.47,17.04
Profit before tax,-9.4,-15.79,-183.78,-27.67,52.11,3.53,-28.47,8.8,9.98,-0.63,-12.85,-3.91,-5.97
Tax %,-15.0,-67.7,5.65,8.85,12.7,-42.21,-4.39,25.11,23.35,-646.03,-59.14,29.67,36.52
Net Profit,-10.81,-26.48,-173.4,-25.22,45.49,5.02,-29.72,6.59,7.65,-4.7,-20.45,-2.75,-3.79
EPS in Rs,-0.91,-2.09,-13.48,-1.73,3.95,0.32,-1.82,0.34,0.47,-0.26,-1.23,-0.13,-0.15
