,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,42.04,40.98,40.98,40.98,40.98,42.94,43.29,43.29,43.31,43.31,44.11,44.24
FIIs,3.23,2.84,3.04,1.93,1.45,1.53,1.74,1.83,1.92,3.42,3.57,6.35
DIIs,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.03,0.03,0.03,0.03,0.01
Public,54.7,56.16,55.95,57.07,57.55,55.52,54.96,54.84,54.74,53.24,52.29,49.39
No. of Shareholders,83418.0,84958.0,109404.0,110897.0,106636.0,99851.0,97478.0,97331.0,95621.0,91790.0,89470.0,85172.0
