,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.97,39.66,39.3,42.1,40.98,42.94,43.31,44.24
FIIs,5.29,7.29,5.21,3.74,2.84,1.53,3.42,6.35
DIIs,0.11,0.04,0.22,0.03,0.02,0.01,0.03,0.01
Public,49.64,53.02,55.27,54.13,56.16,55.52,53.24,49.39
No. of Shareholders,49569.0,95476.0,91204.0,86388.0,84958.0,99851.0,91790.0,85172.0
