,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,764.0,891.0,1032.0,1031.0,894.0,847.0,1157.0,895.0,777.0,761.0,1011.0,1013.0,889.0
Expenses,701.0,804.0,928.0,934.0,794.0,760.0,1050.0,795.0,674.0,659.0,902.0,895.0,761.0
Operating Profit,63.0,87.0,104.0,96.0,99.0,87.0,108.0,101.0,103.0,101.0,108.0,118.0,128.0
OPM %,8.0,10.0,10.0,9.0,11.0,10.0,9.0,11.0,13.0,13.0,11.0,12.0,14.0
Other Income,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,30.0,16.0
Interest,18.0,18.0,16.0,19.0,18.0,18.0,17.0,22.0,23.0,21.0,16.0,19.0,17.0
Depreciation,38.0,39.0,39.0,39.0,40.0,40.0,39.0,38.0,38.0,38.0,38.0,39.0,38.0
Profit before tax,9.0,31.0,52.0,41.0,43.0,32.0,53.0,43.0,44.0,45.0,58.0,89.0,89.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,9.0,31.0,52.0,41.0,43.0,32.0,53.0,43.0,44.0,45.0,58.0,89.0,89.0
EPS in Rs,0.53,1.83,2.88,2.28,2.41,1.8,2.94,2.41,2.46,2.53,3.24,4.99,4.99
