,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,63.0,77,72,82
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,63.0,77,72,82
Working Capital Days,45.0,67,64,79
ROCE %,,14,17,19
