,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,32,33,34,35,36,38,39,42,48,60,74,81,90
Borrowings,3,2,3,3,3,2,3,1,1,0,0,0,0
Other Liabilities,7,5,3,2,13,6,4,16,17,16,20,18,18
Total Liabilities,47,44,44,44,55,50,50,64,70,81,98,103,112
Fixed Assets,30,29,34,34,35,37,37,37,37,37,36,36,35
CWIP,4,5,0,0,2,3,3,0,0,0,0,0,0
Investments,0,0,0,1,0,3,3,8,19,2,9,20,17
Other Assets,13,10,10,9,18,8,8,18,14,42,53,48,60
Total Assets,47,44,44,44,55,50,50,64,70,81,98,103,112
