,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,21,-9,5,-65,41
Cash from Investing Activity,-26,0,0,15,-3
Cash from Financing Activity,5,9,-3,49,-34
Net Cash Flow,0,0,2,-1,5
