,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,48.86,54.73,43.97,54.93,47.2,109.13,92.01,83.49,74.74,77.51,87.7,54.64,70.13
Expenses,45.97,50.11,39.84,49.88,40.8,91.84,83.52,74.84,67.59,75.77,83.24,53.66,67.7
Operating Profit,2.89,4.62,4.13,5.05,6.4,17.29,8.49,8.65,7.15,1.74,4.46,0.98,2.43
OPM %,5.91,8.44,9.39,9.19,13.56,15.84,9.23,10.36,9.57,2.24,5.09,1.79,3.46
Other Income,0.17,0.0,0.06,0.01,0.03,0.0,0.0,0.0,0.26,0.14,0.08,0.0,0.21
Interest,0.37,0.42,0.28,0.32,0.35,0.45,0.29,0.37,0.22,0.25,0.27,0.17,0.15
Depreciation,0.01,0.01,0.01,0.01,0.07,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.02
Profit before tax,2.68,4.19,3.9,4.73,6.01,16.84,8.19,8.27,7.18,1.61,4.25,0.79,2.47
Tax %,25.75,26.97,30.77,29.18,30.95,24.17,17.34,25.15,25.21,24.84,74.12,27.85,24.29
Net Profit,1.97,3.07,2.69,3.35,4.14,12.77,6.76,6.19,5.37,1.21,1.09,0.58,1.86
EPS in Rs,0.31,0.48,0.42,0.52,0.65,2.0,1.06,0.97,0.84,0.19,0.17,0.09,0.29
