,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,1,2,2,4,6,8,11,21,64,64
Reserves,4,4,4,4,6,6,17,24,34,39,55,28,31
Borrowings,0,1,0,1,2,2,13,25,16,12,21,16,13
Other Liabilities,0,0,1,0,0,0,8,2,2,3,8,2,21
Total Liabilities,6,6,7,7,10,11,42,56,60,65,105,110,128
Fixed Assets,0,0,0,0,0,0,0,0,1,1,1,1,1
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,6,6,6,7,10,10,42,56,59,65,105,109,128
Total Assets,6,6,7,7,10,11,42,56,60,65,105,110,128
