,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,52.17,52.16,52.15,52.15,52.15,52.13,52.13,52.13,52.13,52.13,52.12,52.12
FIIs,1.17,1.58,1.86,1.47,1.85,1.84,1.9,1.91,1.73,1.75,2.5,2.6
DIIs,12.06,10.43,10.68,9.07,8.91,8.91,8.91,9.05,8.91,9.16,8.47,8.51
Public,34.6,35.83,35.31,37.31,37.09,37.11,37.06,36.89,37.22,36.96,36.9,36.76
No. of Shareholders,23565.0,24258.0,26371.0,32807.0,30713.0,30202.0,29274.0,28741.0,28359.0,27469.0,27487.0,28030.0
