,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,143.0,171.0,212.0,122.0,128.0,160.0,265.0,188.0,153.0,200.0,268.0,236.0,234.0
Expenses,121.0,148.0,188.0,103.0,112.0,140.0,236.0,166.0,133.0,179.0,244.0,210.0,202.0
Operating Profit,22.0,22.0,24.0,19.0,16.0,20.0,29.0,22.0,20.0,21.0,24.0,26.0,31.0
OPM %,15.0,13.0,11.0,16.0,13.0,13.0,11.0,12.0,13.0,11.0,9.0,11.0,13.0
Other Income,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0
Interest,11.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0
Depreciation,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
Profit before tax,8.0,8.0,12.0,5.0,2.0,7.0,14.0,9.0,6.0,9.0,12.0,17.0,20.0
Tax %,30.0,37.0,36.0,33.0,53.0,34.0,28.0,25.0,30.0,24.0,10.0,27.0,29.0
Net Profit,6.0,5.0,8.0,4.0,2.0,5.0,11.0,7.0,5.0,7.0,10.0,12.0,14.0
EPS in Rs,0.9,0.85,1.44,0.78,0.53,1.01,1.86,1.36,0.95,1.3,1.79,2.28,2.32
