,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,36.19,42.8,39.35,39.35,40.75,41.08,41.08,39.86,39.54,39.49,39.17,37.31
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.01,0.08
Public,63.8,57.2,60.65,60.65,59.25,58.92,58.92,59.88,60.47,60.51,60.83,62.61
No. of Shareholders,18242.0,18691.0,20315.0,19968.0,21829.0,27018.0,27402.0,28881.0,29628.0,29402.0,26878.0,27891.0
